news	explanation	label
上海港汇恒隆广场被封，确诊一例意大利人？	上海多个微信朋友圈开始传播一则消息，称“港汇封了，确诊一例，意大利人”，并劝告大家“徐家汇方向暂时不要去了”。3月8日下午，官微“@上海港汇恒隆广场”和“@上海徐汇发布”先后发声予以辟谣称，“截止目前，上海港汇恒隆广场并未发现任何新型冠状病毒肺炎确诊病例”，因此，“所涉内容不实，为谣言！”	假
武汉天河机场要复工了？	3月8日，一则《湖北机场集团关于做好复工复航准备工作的通知》称，自1月23日起暂停商业客运航班的武汉机场即将复航。3月8日晚，武汉天河机场发布声明称，强调通知管理人员返岗属公司内部正常工作安排，不代表已正式确定具体复航日期。湖北疫情近日已出现好转，提早做好复航准备也属正常。声明还指出，武汉天河机场及省内支线机场何时复航，将严格按照国家统一部署和省市新冠肺炎疫情防控指挥部的决定执行。消息	假
阿昔洛韦可治疗新冠肺炎？	可使用抗病毒的药物来进行治疗，阿昔洛韦能治疗新型肺炎。虽然阿昔洛韦是抗病毒药，但是它是窄谱抗病毒药，只对单纯疱疹病毒、水痘带状疱疹病毒、巨细胞病毒等有抑制作用，对新冠状病毒并无抑制作用。消息	假
上海虹口足球场成为集中隔离点？	传闻称“虹口足球场成为集中隔离点”，建议上海市民不要到虹口足球场附近，降低被感染新冠肺炎的风险。3月8日晚，虹口区政府新闻办通过官微“@上海虹口”回应称，传言与事实不符。该指定区域仅仅是一个人员交接点，而非网传的“集中隔离点”，“上海重点国家回沪人员集散地”的说法也不准确。消息	假
李跃华受邀前往韩国抗疫？	上级通知，立即解除对李跃华的隔离，他立即回家准备护照与行李，他和他的助手、妻子唐女士将组成一个工作小组，受韩国邀请，代表中国驰援邻国。中国驻韩国大使馆的负责人表示，目前不了解有关临床医疗人员援助韩国的相关情况。而疫情期间，除了韩国公民、公民直系亲属及永驻签证外，其余在过去14天居住或访问过湖北省者一律拒签签证，并针对过去在韩国驻武汉总领事馆签发签证做出暂时签证无效处理。负责参加防疫的韩国国内医疗人员的调配的韩国疾病管理本部相关人员称，未听说韩国政府官方主动邀请包括李跃华在内，任何外国医护人员参与韩国国内的防疫，尤其是临床医疗工作的情况。武汉市政府外事办公室目前已经暂停因公出国审批，也没有接到有人因公出国的相关审批事项。	假
朝鲜要求中国边境疫情期间加强管控，违反者开枪击毙？	近日，网上流传一份盖有中共青石镇蒿子沟村党支部公章的“告知书”称“朝鲜要求中国边境加强管控，如若违反将开枪击毙”。吉林省通化市集安市青石镇政府一位工作人员表示，不清楚网传告知书发自何处，因为之前告诉过村民不能上江面作业，尽量不要出去走动，我们挨家挨户告诉村民这个消息是不属实的，把上述告知书都收回了。青石镇政府一位负责宣传的干部也明确表示，前述告知书信息不准确，“这段时间防疫情扩散涉及到边境地区，可能是村一级或者组长在什么地方看到这个信息，为了加大力度防止养殖户进江。我们发现以后，及时把情况进行了更正，不允许再继续往外传播。”据上述干部介绍，“告知书下发的范围不是太大，主要是靠江边的几户养殖户，鸭子总进江，管也管不住，村里看到了，也是怕（出事）。”对于朝方是否来函，其表示“这个不是很清楚，现在暂时没有，我们这边没收到正式的文件。”消息	假
北医三院曾海基：中医治疗新冠无死亡病例？	“北医三院”专家曾海基自称去武汉治疗新冠肺炎采用了中西对照治疗的方式，中医320例无一死亡，西医320例死113人。3月5日，北京大学第三医院官网进行了通报，“网传北京大学第三医院（简称”北医三院“）专家曾海基发布相关言论，经医院核实，我院查无此人。”	假
上海援助武汉男医生感染新冠肺炎去世？	赴武汉支援的上海华山医院呼吸道科男医生陈建国因感染新冠肺炎去世。经核查，上海援鄂医疗队队员中没有名为“陈建国”的队员。上海市委网信办第一时间发现谣言后，协调有关部门删除了谣言贴文。公安部门迅速介入调查，发现此微博账号为境外注册账号。	假
福建泉州坍塌酒店为医学观察点？	3月7日晚间，福建泉州南环路附近一处酒店发生倒塌。有附近居民称，酒店里住着隔离人员。据人民日报记者核实，发生坍塌事故的泉州鲤城区欣佳快捷酒店，于2018年6月开业，酒店内拥有多种类型客房共计80间。疫情发生后，被泉州市鲤城区改造为区级医学观察点，用以隔离观察从疫情重点地区返回泉州的人员。消息	真
武汉江岸区在居民楼前建设方舱医院？	武汉市精神卫生中心在居民楼前违规建设方舱医院，遭到江岸区居民投诉。经核实，江岸区工农兵路202号附近（翰林紫园东南）的一栋空置楼房3-8层正在进行简单改造，施工方为中国一冶集团交通公司，完工后将作为收治非感染的严重精神障碍患者过渡使用，并非收治新冠肺炎患者的方舱医院。消息	假
黄连上清片可预防新冠肺炎？	黄连上清片可预防新冠肺炎。黄连上清片具有清热通便、散风止痛的作用，可用于内热火盛引起的头晕脑胀、牙龈肿痛、口舌生疮、咽喉红肿、大便干燥等。目前没有任何证据表明黄连上清片可用于预防新冠肺炎。过量服用黄连上清片会增加肝脏负担，也可导致腹泻等胃肠功能紊乱。服药前最好咨询专业医生和药师。孕妇和脾胃虚寒者慎用。消息	假
抗病毒喷剂可预防新冠肺炎？	抗病毒喷剂可预防新冠肺炎。抗病毒喷剂的主要抗病毒成分是干扰素。干扰素有广谱抗病毒、免疫调节等作用，雾化吸入可用于新冠肺炎患者的治疗。到目前为止，尚未发现可以预防新冠肺炎的药物。抗病毒药存在不良反应，不建议作为预防药物自行使用。消息	假
陈薇院士先试疫苗第一针？	一张配文为“疫苗第一针，院士先试”的图片出现在社交网络上，声称陈薇院士团队研制的疫苗已进入临床阶段，配文还称：“第一支新冠病毒疫苗，今天注射到陈薇院士左臂。专家组7名党员也一同注射。”图片并非注射疫苗微博认证为“香港文汇报北京新闻中心执行总编辑”的“凯雷”3月4日凌晨发微博称：“流传的这张照片是陈薇出征武汉前，和我2003打的是一样的针，旨在增强免疫力出征战场”“这些流传的图片上的文字是不对的”。疫苗研制还未进入“人试”阶段3月3日晚间，央视《新闻联播》播报了陈薇院士也就疫苗的相关进展：“由中国工程院院士、军事科学院研究员陈薇领衔的科研团队在新冠疫苗研制方面取得重要阶段性成果”。从陈薇院士“力争在最短的时间内，将正在研制的重组新冠疫苗推向临床、推向应用”的表态中可知，其团队研制的疫苗尚未进入人体临床试验。消息	假
2020年高考推迟至6月26日举行？	网传“教育部正式通知：今年高考延期至6月26日举行”，还附有相关会议内容。教育部官网及官方渠道并未发布高考延期通知相关文件。另外，网传消息	假
中国政府对口罩设置贸易管制措施？	有外媒报道称：中国因新冠肺炎疫情，禁止出口医用口罩及生产所需的原材料，令其他国家和地区面临口罩短缺。商务部外贸司司长李兴乾回应称：疫情发生以来，商务部作为对外贸易归口管理部门，从未发布过有关口罩及其生产原材料出口的禁令，企业可以按照市场化原则开展相关贸易。 中国是全球口罩生产大国，多年以来，一直为世界各国提供医用和民用口罩出口服务，每年出口数量稳定在生产规模的70%以上。口罩属于自由贸易产品，中国政府未设置任何贸易管制措施。消息	假
武汉市某医院隔离病区无人值守？	3月4日晚，有网友发布题为“黄陂区人民医院综合楼13楼隔离病区无人值守，新冠肺炎患者想出院，因为感觉没人管”的视频。武汉市黄陂区人民医院3月5日通报称，网传视频对该院造成严重的负面社会影响。武汉市黄陂区人民医院表示，已就此事向公安机关报警，目前警方已介入立案调查。该视频纯属不实言论，系当事人断章取义、歪曲真相，意图混淆视听、诋毁医院形象。”消息	假
疫情结束后牛蛙、黄鳝不能食用？	野生动物“禁食令”出台后，牛蛙、黄鳝都不可再食用。按照全国人大常委会在2月24日表决通过的《全国人大常委会关于全面禁止非法野生动物交易、革除滥食野生动物陋习、切实保障人民群众生命健康安全的决定》，中国全面禁止食用国家保护的“有重要生态、科学、社会价值的陆生野生动物”以及其他陆生野生动物，包括人工繁育、人工饲养的陆生野生动物。全国人大法工委有关部门负责人在答记者问时明确，鱼类等水生野生动物不列入禁食范围。而对于养殖两栖爬行动物，此次农业部明确，列入《国家重点保护经济水生动植物资源名录》的两栖爬行类按水生物种管理，即牛蛙、黄鳝不列入禁食范围。消息	假
